"Test Suite","Test Case","Test Step","Step Type","Step Status","Result message","Execution Date"
"TestSuite1","Assertions","Get Country ISO Code","request","OK","","08-Aug-2024 15_00",
"TestSuite1","Assertions","Get Country ISO Code","request","OK","","08-Aug-2024 15_00",
